Title,Description,Date,Source
Petrol tüketicisi ülkelerde güçlü dolar sarsıntısı,Brent petrol yıl içindeki zirvesinden yüzde 30 aşağı olsa da petrol tüketicisi ülkeler güçlenen dolar nedeniyle bu etkiyi sınırlı şekilde hissediyor. Bu durum büyük ekonomiler için bile önemli bir sorun olarak öne çıkarken gelişmekte olan ülkelerin ekonomisi için çöküş etkisi yarattığı belirtiliyor.,2022-10-22,BloombergHT
Spot piyasada elektrik fiyatları (22.10.2022),"Spot piyasada bir megavatsaat elektriğin fiyatı yarın için en yüksek 4 bin 800 lira, en düşük 950 lira 91 kuruş olarak belirlendi.",2022-10-22,BloombergHT
İtalya'da Giorgia Meloni dönemi başladı,"İtalya'da aşırı sağcı Giorgia Meloni, Cumartesi günü yemin etti ve İtalya'nın ilk kadın başbakanı oldu.",2022-10-22,BloombergHT
Japonya Başbakanı'ndan yene müdahale açıklaması,"Japonya Başbakanı Fumio Kishida, ülkenin para birimi yenin dalgalı seyriyle ilgili konuşarak gerektiğinde uygun görülen önlemleri almaktan kaçınmayaklarını belirtti.",2022-10-22,BloombergHT
Çin Komünist Parti kongresinde dikkat çeken görüntü,"Eski Çin Halk Cumhuriyeti lideri Hu Jintao Komunist Parti'nin kapanış oturumu sırasında sahneden indirildi. Oturum sırasında Şi'nin yanında oturan Hu, kısa süreliğini Şi ile konuşması sonrasında salondan çıkarıldı.",2022-10-22,BloombergHT
7 başlıkla bu hafta nasıl geçti?,"Yurtiçi piyasalarda geçen haftanın en önemli başlığı Perşembe günü TCMB'nin faizleri 1,5 puan indirmesi oldu. Yurtdışında ise İngiltere Başbakanı Liz Truss'ın istifa etmesi gündeme oturdu.",2022-10-22,BloombergHT
Ekonomi ve siyaset gündemi - 22 Ekim 2022,Ekonomi ve siyaset gündeminde öne çıkanlar...,2022-10-22,BloombergHT
ABD’nin bütçe açığında yüzde 50 düşüş gerçekleşti,"ABD federal hükümetinin bütçe açığı, 2022 mali yılında geçen yıla kıyasla yüzde 50 azalışla 1,4 trilyon dolar olarak kaydedildi.",2022-10-21,BloombergHT
IMF'den Ukrayna'ya vergi gelirlerini aşındıran önlemlerden kaçınma çağrısı,"Uluslararası Para Fonu (IMF) Ukrayna Misyon Şefi Gavin Gray, Ukraynalı yetkililere vergi gelirlerini aşındıran önlemlerden kaçınma çağrısında bulundu.",2022-10-21,BloombergHT
Huawei’in Türkiye’de akıllı saatlerdeki pazar payı %27’ye ulaştı ,"Türkiye’de tüketici elektroniğinde, akıllı saat pazarının yüzde 27’sini alan Huawei, pazar lideri oldu. Huawei Tüketici Elektroniği Kurumsal İletişim Müdürü Kaan Arlı, akıllı saat pazarında ürün çeşitliliğine giderek rakipleriyle aralarındaki farkı açmayı planladıklarını söyledi.",2022-10-21,BloombergHT
BDDK’dan kredi kullanımında yeni sıkılaştırma,"Merkez Bankası’nın faiz indiriminin ardından, BDDK kredi piyasasını sıkılaştıracak yeni bir makro ihtiyati önlem aldı. Kredi kullanabilecek şirketler için daha önce 15 milyon TL olan yabancı para pozisyonu sınırı 10 milyon TL’ye indirildi. Daha önce “nakit pozisyonu aktif toplamı ya da 1 yıllık net satış hasılatından büyük olanı yüzde 10’unu geçen” şirketlere uygulanan kredi sınırlaması ise yüzde 5 olarak güncellendi.",2022-10-21,BloombergHT
NASA gökyüzünün son 12 yıldaki değişimini görüntüledi,"NASA, uzay tutkunlarını mest edecek yeni bir projeye imza attı. Kurum yıllardır tüm gökyüzünün haritasını çıkartmak için kullandığı kızılötesi gözlem kâşif aracı NEOWISE sayesinde, geçtiğimiz 12 yılda gökyüzünün nasıl değiştiğini gösteren bir video oluşturdu.",2022-10-21,BloombergHT
"İtalya'da aşırı sağcı Meloni, sağ koalisyon hükümetini kurdu","İtalya'da, 25 Eylül'deki seçimleri kazanan aşırı sağcı İtalya'nın Kardeşleri Partisinin (FdI) lideri Giorgia Meloni, sağ koalisyon hükümetini kurdu.",2022-10-21,BloombergHT
"""AVM'lerin en önemli sorunlarından biri elektrik maliyetleri""","Alkaş ve Han Spaces Yönetim Kurulu Başkanı Avi Alkaş ""Bugün alışveriş merkezi yönetimlerinin en önemli sorunlarından biri elektrik maliyetleri. Giderleri daha iyi kontrol edebilmek adına alışveriş merkezlerimizin kendi enerjisini üretmesi çok önemli"" dedi.",2022-10-21,BloombergHT
AB'den Çin'e olan ekonomik bağımlılıktan kurtulma vurgusu,"Avrupa Birliği (AB) Komisyonu Başkanı Ursula von der Leyen, Rusya örneğinden ""ders aldıklarını"" belirterek Çin ile ilişkilerde ham madde ve teknoloji gibi konularda ekonomik bağımlılıktan kurtulmak istediklerini söyledi.",2022-10-21,BloombergHT
"Euro Bölgesi'nde kamu borcunun GSYH’ye oranı yüzde 94,2 oldu","Avrupa İstatistik Ofisi'nin yayımladığı verilere göre Euro Bölgesi'nin ikinci çeyrek kamu borcu bir önceki çeyrepe göre azalarak yüzde 94,2 oldu.",2022-10-21,BloombergHT
TCMB yılın 4. Enflasyon Raporu'nu 27 Ekim'de açıklayacak,"Türkiye Cumhuriyet Merkez Bankası (TCMB) Başkanı Şahap Kavcıoğlu, Enflasyon Raporu 2022-IV’ün tanıtımı amacıyla 27 Ekim 2022 Perşembe günü bilgilendirme toplantısı düzenleyecek.",2022-10-21,BloombergHT
Yen müdahale tartışmasına rağmen düşüşünü sürdürüyor,Japon yeni yetkililerin para birimindeki düşüşü durdurmak için müdahale edeceği açıklamalarına rağmen dolar karşısında düşüşünü sürdürerek 32 yılın en düşük seviyelerindeki seyrini sürdürdü.,2022-10-21,BloombergHT
Almanya'dan enerji krizine karşı 200 milyar euroluk fon,Almanya Federal Meclisi enerji krizine karşı 200 milyar euroluk fonu onayladı.,2022-10-21,BloombergHT
"Yuan, dolar karşısında 14 yılın dibini gördü",Onshore yuan Çin'de yeni karantinaların yaşanmasının endişelere neden olması ve Fed yetkililerinden gelen faizlerin artacağına dair açıklamaların doları güçlendirmesi ile dolar karşısında 14 yılın en düşük seviyesine geriledi.,2022-10-21,BloombergHT
Spot piyasada elektrik fiyatları (21.10.2022),"Spot piyasada bir megavatsaat elektriğin fiyatı yarın için en yüksek 4 bin 800 lira, en düşük 2 bin 889 lira 99 kuruş olarak belirlendi.",2022-10-21,BloombergHT
Erdoğan: Merkez Bankamız kripto parayla ilgili bir çalışma yürütüyor,"İstanbul Üniversitesi'nde düzenlenen 'Blokzincir İstanbul' zirvesinde konuşan Cumhurbaşkanı Recep Tayyip Erdoğan, Merkez Bankası'nın bünyesinde kripto parayla ilgili bir çalışma yürütüldüğünü söyledi. Erdoğan ""Başkalarının açtığı sanal evrenlerde yer almaya çalışmak yerine bizatihi kendi evrenimizi kurmak peşindeyiz"" dedi.",2022-10-21,BloombergHT
Sanayicinin stok endişesi,Farklı sektör temsilcileri Bloomberg HT yayınlarında stok problemini ele aldı. Hangi sanayici stok problemi hakkında ne dedi?,2022-10-21,BloombergHT
Çavuşoğlu'ndan 'petrolde ambargoları kaldırın' çağrısı,"ABD'nin, OPEC ve OPEC+ grubunun günlük petrol üretimini Kasım'dan itibaren azaltma kararına gösterdiği tepkiye ilişkin konuşan Dışişleri Bakanı Mevlüt Çavuşoğlu, ""Fiyatların düşmesini istiyorsanız piyasaya ürün sunacak ülkelerin üzerindeki ambargoları kaldırın"" dedi.",2022-10-21,BloombergHT
İran Petrol Bakanı gaz görüşmeleri için Türkiye’de,"İran Petrol Bakanı Javad Owji'nin gaz görüşmeleri için Türkiye'ye gelerek Enerji ve Tabii Kaynaklar Bakanı Fatih Dönmez, Hazine ve Maliye Bakanı Nureddin Nebati ve Merkez Bankası Başkanı Şahap Kavcıoğlu ile görüştüğü belirtildi.",2022-10-21,BloombergHT
Erdoğan: Tahıl koridoru anlaşmasının uzamasında engel yok,"Cumhurbaşkanı Recep Tayyip Erdoğan, Ukrayna Devlet Başkanı Zelenskiy ve Rusya Devlet Başkanı Vladimir Putin ile yaptığı görüşmelere atıf yaparak tahıl koridoru anlaşmasının uzatılması konusunda herhangi bir engel görünmediğini belirtti.",2022-10-21,BloombergHT
"""8,5 euroya verdiğimiz ürünü Kuzey Afrika ülkeleri 4,5 euroya üretiyor""","Mersin Ticaret ve Sanayi Odası Yönetim Kurulu Başkanı Ayhan Kızıltan Bloomberg HT'ye artan maliyetlerden dolayı Avrupa'nın Kuzey Afrika ülkelerine yöneldiklerini söyledi. Kızıltan, Avrupalı şirketlerden gelen geri bildirimlere göre Türk üreticilerinin 8,5 euroya ürettiği bir ürünü Kuzey Afrika ülkelerinin 4,5 euroya ürettiğini belirtti.",2022-10-21,BloombergHT
Enerji krizi derinleşirken iklim endişeleri rafa kaldırılıyor,"COP adıyla da bilinen Birleşmiş Milletler İklim Değişikliği Konferansı’nın 27.'si bu yıl 6-18 Kasım 2022 tarihleri arasında Mısır’ın Şarm El-Şeyh kentinde gerçekleşecek. Konferans dolayısıyla iklim krizi başlıkları yeniden gündeme gelirken, son dönemde derinleşen enerji krizi dolayısıyla iklim endişelerinin geri plana atıldığını gösteren birçok gelişme yaşandı.",2022-10-21,BloombergHT
Togg ve Trendyol iş ortaklığı niyet mektubu imzaladı,"Yerli otomobil girişimi Togg, Trendyol ile ortak çözümler geliştirmek üzere iş ortaklığı niyet mektubu imzaladığını açıkladı. Togg ve Trendyol, üç aşamalı olarak hayata geçecek iş birliği kapsamında, kullanıcılar için oluşturulan hizmetleri karşılıklı olarak entegre edecek. İki şirket, entegrasyon projeleri için ortak çalışma grupları kuracak",2022-10-21,BloombergHT
"""AMB resesyon riskine rağmen faiz artışına devam edecek""",Bloomberg'in anketine katılan ekonomistler Avrupa Merkez Bankası'nın rekor yüksek seviyedeki enflasyonu kontrol altına almak için resesyon riskine rağmen önceki tahminlerden daha güçlü faiz artışı yapmasını bekliyor.,2022-10-21,BloombergHT
Renault'nun 2022 gelir tahminleri beklentilerin altında,"Renault'nun bu yılın tamamına yönelik beklentileri, şirketin bu yıl piyasa beklentilerinden daha düşük bir gelir beklentisi olduğunu ortaya koydu. Şirket elektrikli araçlarda yükselen fiyatlar ve güçlü talebin geliri artırmasına rağmen devam eden tedarik zinciri kısıtlamalarının üretim üzerinde baskı yaratmaya devam ettiğini söyledi.",2022-10-21,BloombergHT
"Musk, Twitter'da çok büyük çaplı işten çıkarma planlıyor","Elon Musk, potansiyel yatırımcılarına sosyal medya platformu Twitter'ı devralması durumunda personelinin yaklaşık yüzde 75'ini işten çıkarmayı planladığını söyledi. Haberin ardından Twitter hisseleri sert düştü.",2022-10-21,BloombergHT
Altında ayı piyasası sinyali,"Altın, doların rekor seviyelere yakın seyretmesi ve altın yatırım fonlarından (ETF) çıkışların artmasıyla art arda ikinci haftayı kayıpla kapatmaya hazırlanıyor. ETF'lerdeki çıkış altında ayı piyasası beklentilerini destekledi.",2022-10-21,BloombergHT
Bakan Nebati: Dönüşümün acı verici geçeceğini hesaplamıştık,"Hazine ve Maliye Bakanı Nureddin Nebati Wall Street Journal gazetesine verdiği demeçte, ekonomik dönüşümün acı verici şekilde geçeceğini hesapladıklarını, savaşın bu acının şiddetini daha da artıran bir unsur olduğunu söyledi.",2022-10-21,BloombergHT
Serbest piyasada döviz açılış fiyatları (21.10.2022),"İstanbul serbest piyasada dolar 18,5920 liradan, euro 18,1780 liradan güne başladı.",2022-10-21,BloombergHT
Fed'de yeni şahin mesajlar,"Fed swapları politika faizinin 2023’ün ilk yarısında ilk kez yüzde 5 ile tepe yapacağını fiyatlarken, Fed yetkililerinden para politikasına ilişkin şahin mesajlar gelmeye devam etti.",2022-10-21,BloombergHT
Ford Otosan'da temettü teklifi belli oldu,"Ford Otomotiv Yönetim Kurulu Genel Kurul’da hissedarlara hisse başı 5,7 TL brüt kar payı teklif edilmesi kararını aldı.",2022-10-21,BloombergHT
GFK: İngiltere'de kış uzun ve zor olacak,"İngiltere'de tüketici güveni çift haneli rakamlara çıkan enflasyonun, yüksek faizlerin ve siyasi kaosun etkisiyle rekor düşük seviyelere yakın seyrederken ülkede,""Bugünün ekonomik ters rüzgarları uzun ve zor bir kışa işaret ediyor"" yorumları yapıldı.",2022-10-21,BloombergHT
Ticari kredilerde yukarı yönlü ivme sinyali,"Ticari kredi faizlerinde düşüş ivmesi 14 Ekim haftasıyla devam ederken, kredi büyümesi de 2,5 ayın en yüksek seviyesine çıktı.",2022-10-21,BloombergHT
Japonya'da enflasyon 8 yılın zirvesine çıktı,"Cuma günü açıklanan verilere göre, Japonya'nın çekirdek tüketici fiyatları Eylül ayında bir önceki yıla göre yüzde 3 artarak sekiz yılın en hızlı artışını kaydetti ve merkez bankasının art arda altıncı ay için yüzde 2 hedefini aştı.",2022-10-21,BloombergHT
AB doğalgaza tavan fiyat konusunda uzlaşamadı,"AB liderleri doğalgaza tavan fiyat getirilmesinde uzlaşamadı. Avrupa Birliği (AB) üyesi ülkelerin liderleri, doğalgaza tavan fiyat uygulanması konusunda anlaşma sağlayamazken, tavan fiyatın olası sonuçlarını belirlemek üzere çalışmalar yapılmasına karar verdi.",2022-10-21,BloombergHT
Ekonomi ve siyaset gündemi - 21 Ekim 2022,Ekonomi ve siyaset gündeminde öne çıkanlar...,2022-10-21,BloombergHT
Resmi Gazete'de bugün (21.10.2022),"Resmi Gazete'de yayımlanan yönetmelik, genelge ve tebliğler...",2022-10-21,BloombergHT
Endüstri Bölgeleri Kanun Teklifi TBMM'de kabul edildi,"Endüstri Bölgeleri Kanunu'nda Değişiklik Yapılmasına Dair Kanun Teklifi, TBMM Genel Kurulu'nda kabul edildi. Buna göre, özel endüstri bölgesi ilan şartlarından biri olan kurulu alanlarda 150 bin metrekare şartı 100 bin metrekareye, boş alanlarda 200 bin metrekare şartı 150 bin metrekareye düşürülecek. Diğer taraftan, yenilenebilir enerji kaynak alanları endüstri bölgesi ilan edilebilecek.",2022-10-20,BloombergHT
Erdoğan'dan Azerbaycan ile Ermenistan arasında normalleşme mesajı,"Cumhurbaşkanı Erdoğan, ""Azerbaycan-Ermenistan ile Türkiye-Ermenistan normalleşme süreçleri birbirini destekleyecek şekilde ilerliyor, bu fırsat en iyi şekilde değerlendirilmeli."" dedi.",2022-10-20,BloombergHT
"Hazine alacakları Eylül sonu itibarıyla 20,5 milyar TL","Hazine alacakları, Eylül sonu itibarıyla 20,5 milyar lira olarak gerçekleşti.",2022-10-20,BloombergHT
Vergi düzenlemelerini de içeren torba teklif Meclis'te,"Vergi Usul Kanunu İle Bazı Kanunlarda Değişiklik Yapılmasına Dair Kanun Teklifine göre, motorlu araç ticareti yapan mükelleflerin faaliyetlerini yerine getirirken sebep olabilecekleri vergisel kayıpları karşılamak amacıyla teminat yükümlülüğü getiriliyor.",2022-10-20,BloombergHT
""" İhracatçının sopa yediği bir dönem yaşıyoruz""","TOBB Hazır Giyim ve Konfeksiyon Meclis Başkanı Şeref Fayat ""Parite kaynaklı ihracatçının sopa yediği, bütün maliyeti ihracatçının yüklendiği bir dönem yaşıyoruz."" şeklinde konuştu.",2022-10-20,BloombergHT
"Merkezi yönetim brüt borç stoku 3 trilyon 674,7 milyar TL oldu","Merkezi yönetim brüt borç stoku, Eylül sonu itibarıyla 3 trilyon 674,7 milyar lira olarak belirlendi.",2022-10-20,BloombergHT
“Şirket birleşmelerinde işlem büyüklüğü 10 milyar doları aşmaz”,"Pragma CEO’su Değer Şahbaz, satın alma ve şirket birleşmelerinde düşüş yaşandığını, geçen yıl 15 milyar dolar seviyesinde olan işlem büyüklüğünün bu yıl 10 milyar doların altında kalacağını söyledi. Bloomberg HT yayına katılan Şahbaz, küresel olarak halka arz pazarında yüzde 50’nin üzerinde düşüş yaşandığını belirtti.",2022-10-20,BloombergHT
ABD 2. el konut satışlarında 15 yılın en uzun süreli düşüş trendi,ABD'de 2. el konut satışları yükselen faizlerin talebe sekte vurmasıyla sekizinci ayda da düşüşünü sürdürdü.,2022-10-20,BloombergHT
Ticaret Bakanlığı'ndan cep telefonu açıklaması,"Ticaret Bakanlığı, yurt dışından gelen yolcuların 3 yıllık süre zarfında  getirdikleri cep telefonu sayısının takip edilmesi ve yolcuların muafiyet haklarının ötesinde 3 yılda birden fazla telefon getirmesinin önlenmesine yönelik düzenlemenin 1 Kasım'da devreye alınacağını duyurdu.",2022-10-20,BloombergHT
İngiltere Başbakanı istifasını açıkladı,İngiltere Başbakanı Liz Truss göreve geldikten 44 gün sonra istifa etti. Truss İngiltere'nin en kısa süre görev yapan başbakanı oldu.,2022-10-20,BloombergHT
ABD'de işsizlik maaşı başvuruları 3 haftanın en düşük seviyesinde,ABD'de işsizlik maaşına başvuruların sayısı geçen hafta 214 bine geriledi.,2022-10-20,BloombergHT
Yabancının 2022'deki portföy çıkışı 6 milyar dolara yaklaştı,"Yabancı yatırımcı 14 Ekim haftası itibariyle hissede 169, tahvillerde ise 17 milyon dolarlık net satış gerçekleştirdi. Son verilerle birlikte 2022 yılındaki toplam portföy çıkışı 5,8 milyar dolar oldu.",2022-10-20,BloombergHT
G20'ye 'iklim mücadelesini baltalıyor' eleştirisi,"Sekizincisi yayımlanan İklim Şeffaflığı 2022 Raporu'nda, G20'nin fosil yakıtlara verdiği destekle iklim mücadelesini baltaladığını belirtildi. Rapora göre, G20 hükümetlerinin toplam fosil yakıt sübvansiyonları geçen yıl yüzde 29 artışla 190 milyar dolara yükseldi.",2022-10-20,BloombergHT
Spot piyasada elektrik fiyatları (20.10.2022),"Spot piyasada bir megavatsaat elektriğin fiyatı yarın için en yüksek 4 bin 800 lira, en düşük 1000 lira olarak belirlendi.",2022-10-20,BloombergHT
"Faizi 1,5 puan düşüren TCMB'den Kasım'da da benzer hamle sinyali","Türkiye Cumhuriyet Merkez Bankası (TCMB) politika faizini 150 baz puan indirimle yüzde 10,50 seviyesine indirdi. Piyasa beklentisi faizin 100 baz puan indirilmesi yönündeydi. TCMB karar metninde benzer büyüklükteki bir faiz indiriminin Kasım ayında da yapılacağını ve faiz döngüsünün tamamlanacağı sinyalini verdi.",2022-10-20,BloombergHT
Çin'de acil çip zirvesi,ABD'nin Çin'e yönelik açıkladığı önlemler sonrası geçtiğimiz hafta önde gelen teknoloji firmalarıyla bir dizi acil durum toplantıları gerçekleştiren Çinli yetkililer kritik sektöre destek sözü verdi.,2022-10-20,BloombergHT
